ZIPCODE,TRX_AMT_SUM,TRX_AMT_AVG,TRX_CT,STATE
00769,2490.9799999999996,51.895416666666655,48,PR
00771,1256.64,66.13894736842106,19,PR
00771,1256.64,66.13894736842106,19,PR
00771,1256.64,66.13894736842106,19,PR
00772,656.47,54.70583333333334,12,PR
00773,168.8,56.26666666666667,3,PR
00773,168.8,56.26666666666667,3,PR
00777,3789.149999999999,135.32678571428568,28,PR
00777,3789.149999999999,135.32678571428568,28,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00778,1392.5300000000002,58.02208333333334,24,PR
00780,947.3699999999999,72.87461538461538,13,PR
00782,289.66,72.415,4,PR
00782,289.66,72.415,4,PR
00782,289.66,72.415,4,PR
00783,224.17000000000002,22.417,10,PR
00783,224.17000000000002,22.417,10,PR
00783,224.17000000000002,22.417,10,PR
00784,1670.5599999999997,50.6230303030303,33,PR
00785,613.8100000000001,61.38100000000001,10,PR
00791,1173.71,34.52088235294118,34,PR
00792,268.5,44.75,6,PR
00794,443.69,40.335454545454546,11,PR
00794,443.69,40.335454545454546,11,PR
00795,2856.85,58.303061224489795,49,PR
00795,2856.85,58.303061224489795,49,PR
00802,1873.1800000000003,234.14750000000004,8,VI
00830,770.14,85.57111111111111,9,VI
00850,40.0,40.0,1,VI
00901,77.42,19.355,4,PR
00901,77.42,19.355,4,PR
00902,473.3,157.76666666666668,3,PR
00907,905.0500000000002,50.280555555555566,18,PR
00908,206.12,41.224000000000004,5,PR
00909,141.32,23.55333333333333,6,PR
00909,141.32,23.55333333333333,6,PR
00910,20.35,20.35,1,PR
00911,38.66,9.665,4,PR
00912,17.759999999999998,8.879999999999999,2,PR
00913,400.0,133.33333333333334,3,PR
00915,1269.83,74.69588235294117,17,PR
00916,47.28,47.28,1,PR
00917,277.23,30.803333333333335,9,PR
00917,277.23,30.803333333333335,9,PR
00917,277.23,30.803333333333335,9,PR
00917,277.23,30.803333333333335,9,PR
00917,277.23,30.803333333333335,9,PR
00918,927.87,84.35181818181819,11,PR
00919,25.29,8.43,3,PR
00920,458.09000000000003,57.261250000000004,8,PR
00920,458.09000000000003,57.261250000000004,8,PR
00920,458.09000000000003,57.261250000000004,8,PR
00920,458.09000000000003,57.261250000000004,8,PR
00921,690.55,69.05499999999999,10,PR
00921,690.55,69.05499999999999,10,PR
00921,690.55,69.05499999999999,10,PR
00922,15.98,15.98,1,PR
00923,329.94,21.996,15,PR
00924,1698.8600000000001,49.966470588235296,34,PR
00924,1698.8600000000001,49.966470588235296,34,PR
00924,1698.8600000000001,49.966470588235296,34,PR
00924,1698.8600000000001,49.966470588235296,34,PR
00925,0.0,0.0,1,PR
00925,0.0,0.0,1,PR
00926,7019.41,89.9924358974359,78,PR
00926,7019.41,89.9924358974359,78,PR
00926,7019.41,89.9924358974359,78,PR
00926,7019.41,89.9924358974359,78,PR
00926,7019.41,89.9924358974359,78,PR
00926,7019.41,89.9924358974359,78,PR
00927,172.23000000000002,28.705000000000002,6,PR
00928,249.33,49.866,5,PR
00929,355.55,71.11,5,PR
00931,6.36,6.36,1,PR
00936,1346.11,112.17583333333333,12,PR
00949,1132.0999999999997,29.02820512820512,39,PR
00949,1132.0999999999997,29.02820512820512,39,PR
00949,1132.0999999999997,29.02820512820512,39,PR
00951,4.0,4.0,1,PR
00952,516.06,258.03,2,PR
00953,1087.05,45.293749999999996,24,PR
00953,1087.05,45.293749999999996,24,PR
00953,1087.05,45.293749999999996,24,PR
00954,11.71,11.71,1,PR
00956,3528.7000000000007,67.8596153846154,52,PR
00956,3528.7000000000007,67.8596153846154,52,PR
00956,3528.7000000000007,67.8596153846154,52,PR
00956,3528.7000000000007,67.8596153846154,52,PR
00956,3528.7000000000007,67.8596153846154,52,PR
00957,2213.6799999999994,81.98814814814813,27,PR
00957,2213.6799999999994,81.98814814814813,27,PR
00957,2213.6799999999994,81.98814814814813,27,PR
00957,2213.6799999999994,81.98814814814813,27,PR
00958,26.57,6.6425,4,PR
00959,2765.2599999999998,83.79575757575756,33,PR
00959,2765.2599999999998,83.79575757575756,33,PR
00959,2765.2599999999998,83.79575757575756,33,PR
00959,2765.2599999999998,83.79575757575756,33,PR
00959,2765.2599999999998,83.79575757575756,33,PR
00959,2765.2599999999998,83.79575757575756,33,PR
00960,100.97999999999999,14.425714285714283,7,PR
00961,3540.2899999999995,160.9222727272727,22,PR
00961,3540.2899999999995,160.9222727272727,22,PR
00961,3540.2899999999995,160.9222727272727,22,PR
00961,3540.2899999999995,160.9222727272727,22,PR
00961,3540.2899999999995,160.9222727272727,22,PR
00962,1084.8000000000002,41.72307692307693,26,PR
00962,1084.8000000000002,41.72307692307693,26,PR
00962,1084.8000000000002,41.72307692307693,26,PR
00962,1084.8000000000002,41.72307692307693,26,PR
00962,1084.8000000000002,41.72307692307693,26,PR
00963,4.99,2.495,2,PR
00965,1693.0400000000002,141.08666666666667,12,PR
00966,529.8100000000001,37.84357142857143,14,PR
00968,202.01,67.33666666666666,3,PR
00968,202.01,67.33666666666666,3,PR
00969,1755.04,65.00148148148148,27,PR
00969,1755.04,65.00148148148148,27,PR
00969,1755.04,65.00148148148148,27,PR
00969,1755.04,65.00148148148148,27,PR
00970,95.0,47.5,2,PR
00971,281.51,35.18875,8,PR
00971,281.51,35.18875,8,PR
00976,2313.4700000000003,77.11566666666667,30,PR
00976,2313.4700000000003,77.11566666666667,30,PR
00976,2313.4700000000003,77.11566666666667,30,PR
00976,2313.4700000000003,77.11566666666667,30,PR
00976,2313.4700000000003,77.11566666666667,30,PR
00977,41.4,13.799999999999999,3,PR
00979,882.0100000000001,80.18272727272728,11,PR
00979,882.0100000000001,80.18272727272728,11,PR
00981,11.14,11.14,1,PR
00982,270.38,22.531666666666666,12,PR
00983,2242.16,97.48521739130435,23,PR
00984,399.42,99.855,4,PR
00985,1281.68,61.032380952380954,21,PR
00986,200.0,200.0,1,PR
00987,1236.24,36.36,34,PR
00987,1236.24,36.36,34,PR
00987,1236.24,36.36,34,PR
00988,70.0,35.0,2,PR
01001,151.26,75.63,2,MA
01002,180.99,90.495,2,MA
01002,180.99,90.495,2,MA
01005,23.1,23.1,1,MA
01011,23.18,23.18,1,MA
01011,23.18,23.18,1,MA
01011,23.18,23.18,1,MA
01013,103.72,51.86,2,MA
01027,48.69,24.345,2,MA
01028,555.44,185.14666666666668,3,MA
01030,101.85,101.85,1,MA
01033,0.0,0.0,1,MA
01033,0.0,0.0,1,MA
01035,8.28,8.28,1,MA
01036,1000.0,1000.0,1,MA
01040,175.06,87.53,2,MA
01050,8.01,8.01,1,MA
01050,8.01,8.01,1,MA
01054,11.0,11.0,1,MA
01056,101.81,101.81,1,MA
01057,2.0,2.0,1,MA
01060,36.38,36.38,1,MA
01066,19.74,19.74,1,MA
01074,16.53,16.53,1,MA
01077,24.99,24.99,1,MA
01085,26.61,26.61,1,MA
01089,55.970000000000006,13.992500000000001,4,MA
01095,198.26,66.08666666666666,3,MA
01103,15.34,15.34,1,MA
01104,7.67,7.67,1,MA
01106,29.229999999999997,9.743333333333332,3,MA
01108,158.32,52.77333333333333,3,MA
01109,11.91,5.955,2,MA
01118,54.74,13.685,4,MA
01119,369.6,369.6,1,MA
01151,7.44,7.44,1,MA
01201,125.49,31.3725,4,MA
01230,6.4,6.4,1,MA
01235,1.0,1.0,1,MA
01235,1.0,1.0,1,MA
01301,88.03999999999999,44.019999999999996,2,MA
01331,557.97,139.4925,4,MA
01331,557.97,139.4925,4,MA
01370,50.0,50.0,1,MA
01420,4187.82,46.53133333333333,90,MA
01430,558.6800000000001,50.789090909090916,11,MA
01431,411.41,205.705,2,MA
01431,411.41,205.705,2,MA
01432,295.0,24.583333333333332,12,MA
01436,57.05,19.016666666666666,3,MA
01440,1047.4500000000003,40.28653846153847,26,MA
01450,95.73,47.865,2,MA
01452,284.58000000000004,71.14500000000001,4,MA
01453,5468.6,66.69024390243902,82,MA
01460,7.98,7.98,1,MA
01462,1205.43,50.22625,24,MA
01462,1205.43,50.22625,24,MA
01463,19.8,9.9,2,MA
01464,60.07,12.014,5,MA
01468,185.53000000000003,61.84333333333334,3,MA
01469,178.61,44.6525,4,MA
01473,1987.8,55.21666666666667,36,MA
01475,687.41,52.87769230769231,13,MA
01501,468.46000000000004,156.15333333333334,3,MA
01503,4.75,4.75,1,MA
01504,446.73,63.81857142857143,7,MA
01504,446.73,63.81857142857143,7,MA
01505,76.95,25.650000000000002,3,MA
01506,24.19,24.19,1,MA
01510,296.47999999999996,42.35428571428571,7,MA
01516,62.5,15.625,4,MA
01519,33.0,33.0,1,MA
01521,37.58,37.58,1,MA
01523,57.61,19.203333333333333,3,MA
01527,25.0,25.0,1,MA
01529,441.51,55.18875,8,MA
01534,345.04,115.01333333333334,3,MA
01538,0.0,0.0,1,MA
01541,18.11,9.055,2,MA
01545,81.84,27.28,3,MA
01550,9.99,9.99,1,MA
01560,62.14,31.07,2,MA
01564,234.3,78.10000000000001,3,MA
01568,627.85,209.28333333333333,3,MA
01569,321.87,45.98142857142857,7,MA
01570,155.21,38.8025,4,MA
01581,44.410000000000004,11.102500000000001,4,MA
01588,1124.39,224.87800000000001,5,MA
01602,3.99,3.99,1,MA
01603,26.89,26.89,1,MA
01604,618.64,103.10666666666667,6,MA
01606,56.230000000000004,28.115000000000002,2,MA
01609,20.42,20.42,1,MA
01610,90.16,45.08,2,MA
01701,183.93,36.786,5,MA
01702,739.52,147.904,5,MA
01719,133.8,66.9,2,MA
01720,208.53,41.706,5,MA
01721,357.65,119.21666666666665,3,MA
01730,57.74,19.246666666666666,3,MA
01740,40.34,40.34,1,MA
01741,1000.0,1000.0,1,MA
01742,257.48,85.82666666666667,3,MA
01746,93.44,31.146666666666665,3,MA
01747,321.52,18.912941176470586,17,MA
01748,186.09,93.045,2,MA
01749,128.46,32.115,4,MA
01749,128.46,32.115,4,MA
01752,172.9,57.63333333333333,3,MA
01756,1141.34,60.07052631578947,19,MA
01756,1141.34,60.07052631578947,19,MA
01757,3535.609999999999,69.32568627450979,51,MA
01760,625.44,104.24000000000001,6,MA
01760,625.44,104.24000000000001,6,MA
01770,41.69,41.69,1,MA
01775,74.97,74.97,1,MA
01776,0.0,0.0,1,MA
01801,1722.45,32.49905660377359,53,MA
01803,1140.25,54.29761904761905,21,MA
01810,2.99,1.495,2,MA
01810,2.99,1.495,2,MA
01821,1806.5999999999997,75.27499999999999,24,MA
01824,487.99,54.221111111111114,9,MA
01826,8.379999999999999,2.793333333333333,3,MA
01826,8.379999999999999,2.793333333333333,3,MA
01830,20.0,20.0,1,MA
01832,50.830000000000005,16.943333333333335,3,MA
01833,100.0,100.0,1,MA
01834,0.0,0.0,1,MA
01835,30.55,15.275,2,MA
01840,25.72,12.86,2,MA
01841,6.36,6.36,1,MA
01843,18.560000000000002,9.280000000000001,2,MA
01844,7.39,7.39,1,MA
01845,65.86,32.93,2,MA
01850,114.05,114.05,1,MA
01851,16.59,16.59,1,MA
01852,427.99000000000007,47.55444444444445,9,MA
01860,3.24,1.62,2,MA
01862,935.05,93.505,10,MA
01863,1.0,1.0,1,MA
01864,1.79,1.79,1,MA
01865,41.89,41.89,1,MA
01867,194.17,64.72333333333333,3,MA
01876,413.35,37.57727272727273,11,MA
01876,413.35,37.57727272727273,11,MA
01879,85.69,21.4225,4,MA
01880,3366.91,420.86375,8,MA
01880,3366.91,420.86375,8,MA
01886,191.99,38.398,5,MA
01887,228.89000000000001,57.222500000000004,4,MA
01890,986.73,493.365,2,MA
01902,619.7500000000001,47.673076923076934,13,MA
01904,340.79,30.980909090909094,11,MA
01905,1755.9899999999998,76.34739130434782,23,MA
01906,1947.46,41.43531914893617,47,MA
01906,1947.46,41.43531914893617,47,MA
01906,1947.46,41.43531914893617,47,MA
01907,566.99,47.24916666666667,12,MA
01908,40.78,20.39,2,MA
01915,191.71,21.301111111111112,9,MA
01921,515.53,171.84333333333333,3,MA
01922,10.07,10.07,1,MA
01923,549.4100000000001,49.94636363636364,11,MA
01929,52.99,26.495,2,MA
01930,83.27000000000001,20.817500000000003,4,MA
01931,24.0,24.0,1,MA
01937,60.0,60.0,1,MA
01938,1842.72,614.24,3,MA
01940,504.76,56.08444444444444,9,MA
01945,1569.6400000000003,43.60111111111112,36,MA
01949,12.44,6.22,2,MA
01950,23.0,23.0,1,MA
01952,5.0,5.0,1,MA
01960,3274.0699999999997,163.7035,20,MA
01970,470.69,52.29888888888889,9,MA
01982,5.58,5.58,1,MA
01984,611.87,611.87,1,MA
02019,1755.3099999999997,30.794912280701748,57,MA
02020,127.38,31.845,4,MA
02021,991.1800000000001,61.948750000000004,16,MA
02025,1175.53,65.30722222222222,18,MA
02025,1175.53,65.30722222222222,18,MA
02026,6403.4299999999985,70.36736263736262,91,MA
02026,6403.4299999999985,70.36736263736262,91,MA
02027,124.2,41.4,3,MA
02032,49.09,9.818000000000001,5,MA
02035,512.16,34.144,15,MA
02038,5642.420000000001,77.29342465753426,73,MA
02043,1091.3,38.975,28,MA
02043,1091.3,38.975,28,MA
02045,1785.6,51.01714285714286,35,MA
02047,9.55,9.55,1,MA
02048,278.06,18.537333333333333,15,MA
02048,278.06,18.537333333333333,15,MA
02050,3062.0499999999993,53.72017543859648,57,MA
02051,1.0,1.0,1,MA
02052,1275.8600000000004,70.88111111111112,18,MA
02053,342.73,42.84125,8,MA
02054,983.6800000000001,98.36800000000001,10,MA
02054,983.6800000000001,98.36800000000001,10,MA
02056,322.06,32.206,10,MA
02061,2901.29,193.41933333333333,15,MA
02062,3383.5799999999995,45.114399999999996,75,MA
02065,36.0,36.0,1,MA
02066,2736.16,51.625660377358486,53,MA
02066,2736.16,51.625660377358486,53,MA
02067,2217.5,246.38888888888889,9,MA
02071,106.41000000000001,21.282000000000004,5,MA
02072,1212.2599999999998,37.88312499999999,32,MA
02081,2056.09,45.69088888888889,45,MA
02090,1419.3400000000004,44.35437500000001,32,MA
02093,694.63,30.20130434782609,23,MA
02108,100.67,100.67,1,MA
02109,165.74,55.24666666666667,3,MA
02110,11.61,11.61,1,MA
02111,93.45,18.69,5,MA
02113,44.55,44.55,1,MA
02114,52.0,17.333333333333332,3,MA
02115,103.96000000000001,17.326666666666668,6,MA
02116,53.650000000000006,17.883333333333336,3,MA
02118,356.59000000000003,59.43166666666667,6,MA
02119,821.1,45.61666666666667,18,MA
02120,4.75,4.75,1,MA
02121,1494.4299999999998,53.372499999999995,28,MA
02122,1781.62,74.23416666666667,24,MA
02124,7377.110000000001,76.84489583333334,96,MA
02125,1178.62,40.64206896551724,29,MA
02126,1917.4700000000003,61.85387096774194,31,MA
02127,3320.5999999999985,45.48767123287669,73,MA
02128,4742.919999999997,38.56032520325201,123,MA
02129,321.3,32.13,10,MA
02130,1411.45,38.1472972972973,37,MA
02130,1411.45,38.1472972972973,37,MA
02131,2858.7999999999997,109.95384615384614,26,MA
02132,2291.859999999999,55.89902439024388,41,MA
02134,878.93,39.95136363636363,22,MA
02135,1943.9300000000003,53.99805555555557,36,MA
02135,1943.9300000000003,53.99805555555557,36,MA
02136,6969.799999999995,82.97380952380946,84,MA
02136,6969.799999999995,82.97380952380946,84,MA
02138,152.72,21.81714285714286,7,MA
02139,37.72,12.573333333333332,3,MA
02140,253.88,28.20888888888889,9,MA
02141,186.45,46.6125,4,MA
02142,1.0,0.5,2,MA
02143,461.18999999999994,32.942142857142855,14,MA
02144,606.0999999999999,67.34444444444443,9,MA
02145,803.4000000000001,66.95,12,MA
02148,660.6200000000001,25.408461538461545,26,MA
02148,660.6200000000001,25.408461538461545,26,MA
02149,413.28,25.83,16,MA
02150,1515.9999999999998,58.3076923076923,26,MA
02150,1515.9999999999998,58.3076923076923,26,MA
02151,5777.999999999998,58.95918367346937,98,MA
02151,5777.999999999998,58.95918367346937,98,MA
02152,2861.9999999999986,59.62499999999997,48,MA
02155,1355.55,52.13653846153846,26,MA
02169,1624.7500000000002,39.62804878048781,41,MA
02170,131.51999999999998,13.151999999999997,10,MA
02171,884.0399999999998,49.11333333333332,18,MA
02176,3545.63,161.165,22,MA
02180,131.87,18.83857142857143,7,MA
02184,1527.7400000000002,41.29027027027028,37,MA
02185,16.56,16.56,1,MA
02186,2614.8499999999995,81.71406249999998,32,MA
02186,2614.8499999999995,81.71406249999998,32,MA
02188,1000.47,40.0188,25,MA
02189,976.1500000000001,37.54423076923077,26,MA
02189,976.1500000000001,37.54423076923077,26,MA
02190,405.13,28.937857142857144,14,MA
02191,348.01,26.77,13,MA
02215,51.2,12.8,4,MA
02215,51.2,12.8,4,MA
02269,2.11,2.11,1,MA
02301,3406.59,52.409076923076924,65,MA
02302,3294.42,54.00688524590164,61,MA
02302,3294.42,54.00688524590164,61,MA
02304,9.99,9.99,1,MA
02322,634.4200000000001,126.88400000000001,5,MA
02324,3088.7299999999996,44.124714285714276,70,MA
02324,3088.7299999999996,44.124714285714276,70,MA
02327,1161.88,387.29333333333335,3,MA
02330,3180.099999999999,47.464179104477594,67,MA
02331,36.46,12.153333333333334,3,MA
02332,3519.0800000000004,71.81795918367348,49,MA
02333,3333.1799999999994,55.55299999999999,60,MA
02338,3229.039999999999,71.75644444444443,45,MA
02339,2882.029999999999,72.05074999999997,40,MA
02341,3696.059999999999,57.750937499999985,64,MA
02343,988.44,54.913333333333334,18,MA
02345,464.75,77.45833333333333,6,MA
02346,6179.130000000001,46.45962406015038,133,MA
02347,1584.2300000000005,35.20511111111112,45,MA
02347,1584.2300000000005,35.20511111111112,45,MA
02350,2.1,2.1,1,MA
02351,1652.56,42.373333333333335,39,MA
02355,102.88,51.44,2,MA
02356,414.0400000000001,51.75500000000001,8,MA
02356,414.0400000000001,51.75500000000001,8,MA
02358,1.49,1.49,1,MA
02359,3988.259999999999,37.62509433962263,106,MA
02360,17865.909999999996,69.51715953307392,257,MA
02360,17865.909999999996,69.51715953307392,257,MA
02361,47.0,47.0,1,MA
02362,120.03999999999999,24.008,5,MA
02364,4558.390000000001,68.03567164179107,67,MA
02366,76.17,19.0425,4,MA
02367,896.5999999999999,49.8111111111111,18,MA
02368,1108.27,42.62576923076923,26,MA
02370,9563.029999999999,65.95193103448275,145,MA
02375,326.7,40.8375,8,MA
02375,326.7,40.8375,8,MA
02379,1699.9299999999996,49.997941176470576,34,MA
02381,317.53,158.765,2,MA
02382,1607.4800000000002,37.3832558139535,43,MA
02421,84.43,42.215,2,MA
02445,568.0799999999999,51.643636363636354,11,MA
02445,568.0799999999999,51.643636363636354,11,MA
02446,416.09,69.34833333333333,6,MA
02446,416.09,69.34833333333333,6,MA
02451,402.02000000000004,44.668888888888894,9,MA
02452,1195.74,149.4675,8,MA
02453,787.86,37.51714285714286,21,MA
02458,172.53,43.1325,4,MA
02460,360.0,180.0,2,MA
02461,87.81,21.9525,4,MA
02462,200.0,200.0,1,MA
02465,101.32,25.33,4,MA
02466,42.45,21.225,2,MA
02467,34.21,34.21,1,MA
02467,34.21,34.21,1,MA
02467,34.21,34.21,1,MA
02472,571.01,47.58416666666667,12,MA
02474,913.9100000000001,83.08272727272728,11,MA
02476,282.0,94.0,3,MA
02478,350.18,43.7725,8,MA
02481,1164.84,582.42,2,MA
02492,191.29000000000002,23.911250000000003,8,MA
02494,100.0,100.0,1,MA
02532,872.53,24.236944444444443,36,MA
02532,872.53,24.236944444444443,36,MA
02534,16.28,16.28,1,MA
02536,3904.6000000000004,55.78000000000001,70,MA
02537,313.40999999999997,52.23499999999999,6,MA
02538,1525.3,46.22121212121212,33,MA
02539,836.82,92.98,9,MA
02540,1383.15,230.525,6,MA
02541,1.0,1.0,1,MA
02553,152.06,30.412,5,MA
02554,3227.9499999999994,80.69874999999999,40,MA
02556,691.59,76.84333333333333,9,MA
02557,688.3000000000001,137.66000000000003,5,MA
02558,193.36999999999998,19.336999999999996,10,MA
02559,427.32,35.61,12,MA
02561,3.2,3.2,1,MA
02562,449.60999999999996,40.87363636363636,11,MA
02563,3196.3199999999997,188.01882352941175,17,MA
02564,19.99,19.99,1,MA
02568,661.6700000000001,47.26214285714286,14,MA
02568,661.6700000000001,47.26214285714286,14,MA
02571,2351.45,55.98690476190476,42,MA
02574,200.0,100.0,2,MA
02576,486.04,34.71714285714286,14,MA
02584,533.23,59.24777777777778,9,MA
02601,1626.9699999999998,49.30212121212121,33,MA
02630,80.8,80.8,1,MA
02631,109.69999999999999,27.424999999999997,4,MA
02632,2091.08,95.0490909090909,22,MA
02633,391.86,65.31,6,MA
02635,289.1,48.18333333333334,6,MA
02638,85.0,85.0,1,MA
02639,246.61,41.10166666666667,6,MA
02642,288.19,36.02375,8,MA
02643,1.0,1.0,1,MA
02644,515.6400000000001,46.87636363636364,11,MA
02645,2339.98,137.6458823529412,17,MA
02646,31.619999999999997,10.54,3,MA
02648,2054.5400000000004,146.75285714285718,14,MA
02649,2838.749999999999,76.72297297297295,37,MA
02650,52.01,52.01,1,MA
02651,9.61,4.805,2,MA
02652,230.44,38.406666666666666,6,MA
02653,17.78,8.89,2,MA
02655,481.90000000000003,43.80909090909091,11,MA
02657,1777.88,63.49571428571429,28,MA
02660,389.40000000000003,43.26666666666667,9,MA
02661,45.0,45.0,1,MA
02663,5.79,5.79,1,MA
02664,849.74,53.10875,16,MA
02666,56.330000000000005,8.047142857142857,7,MA
02667,165.19,33.038,5,MA
02668,327.28000000000003,109.09333333333335,3,MA
02670,0.0,0.0,1,MA
02672,27.83,27.83,1,MA
02673,821.83,74.71181818181819,11,MA
