id|source|target|date|time|amount|currency|TYPE
1024|6e04cca4-5208-4dd9-94e6-3fd9ed5add96|200e8f93-872a-419c-b9ac-539f04f67eed|2019-08-11|22:40:15|15344.72|USD|CIRCULAR_T2
1025|4d89c0b0-c2b2-4570-b902-b0148d6fc26a|1bc485e7-764d-476a-92b0-1a7fef2d5a37|2019-08-02|13:07:42|25370.0|USD|CIRCULAR_T2
1026|1bc485e7-764d-476a-92b0-1a7fef2d5a37|2fadec6e-1daf-4f51-8990-e095c53dddd9|2019-08-03|14:11:19|28668.1|USD|CIRCULAR_T2
1027|2fadec6e-1daf-4f51-8990-e095c53dddd9|4ea40456-6237-4f24-9b15-15852c9aae98|2019-08-04|15:14:56|32108.27|USD|CIRCULAR_T2
1028|4ea40456-6237-4f24-9b15-15852c9aae98|6024986c-7f96-4bd9-987d-986e4cfac0d1|2019-08-05|16:18:33|34355.85|USD|CIRCULAR_T2
1029|6024986c-7f96-4bd9-987d-986e4cfac0d1|bfc21bf7-fc65-4717-b6b4-2f7302492109|2019-08-06|17:22:10|38822.11|USD|CIRCULAR_T2
1030|bfc21bf7-fc65-4717-b6b4-2f7302492109|34efe970-c6f6-480d-90f4-600e3264b6eb|2019-08-07|18:25:47|40374.99|USD|CIRCULAR_T2
1031|34efe970-c6f6-480d-90f4-600e3264b6eb|37dbdd5a-fbe2-4350-89d0-6760fc1709f2|2019-08-08|19:29:24|45623.74|USD|CIRCULAR_T2
1032|37dbdd5a-fbe2-4350-89d0-6760fc1709f2|67432620-d446-4984-b192-bcd252e85974|2019-08-09|20:33:01|49729.88|USD|CIRCULAR_T2
1033|67432620-d446-4984-b192-bcd252e85974|95f196ef-e8d6-44fc-946c-092c6507d564|2019-08-10|21:36:38|55697.47|USD|CIRCULAR_T2
1034|95f196ef-e8d6-44fc-946c-092c6507d564|25b7b95a-00c4-4586-9310-a070cf119faf|2019-08-11|22:40:15|53469.57|USD|CIRCULAR_T2
1035|4864c440-dc00-46f2-ae89-9bbf9b104f49|32d63770-9a5d-48f5-8bef-5d89a047deb4|2019-08-02|13:07:42|75457.0|USD|CIRCULAR_T2
1036|32d63770-9a5d-48f5-8bef-5d89a047deb4|278df0c6-2160-4f88-b0f1-eacfb4e65707|2019-08-03|14:11:19|82248.13|USD|CIRCULAR_T2
1037|278df0c6-2160-4f88-b0f1-eacfb4e65707|6ca34a4f-a1ac-4b6c-b684-9bbb7d374a7a|2019-08-04|15:14:56|93762.87|USD|CIRCULAR_T2
1038|6ca34a4f-a1ac-4b6c-b684-9bbb7d374a7a|830c0774-b05d-4e9d-8894-843e628892d9|2019-08-05|16:18:33|83448.95|USD|CIRCULAR_T2
1039|830c0774-b05d-4e9d-8894-843e628892d9|f0b0d8fd-e418-4288-b56d-c1d93228c7bf|2019-08-06|17:22:10|81779.97|USD|CIRCULAR_T2
1040|f0b0d8fd-e418-4288-b56d-c1d93228c7bf|42e306b0-d76f-489b-b767-17da4b2478ef|2019-08-07|18:25:47|76873.17|USD|CIRCULAR_T2
1041|42e306b0-d76f-489b-b767-17da4b2478ef|97acb1f2-3da9-40fe-9a6c-a25a98cbbeb2|2019-08-08|19:29:24|82254.29|USD|CIRCULAR_T2
1042|97acb1f2-3da9-40fe-9a6c-a25a98cbbeb2|8c0bceff-1d66-4422-a91b-2b59da6e8e12|2019-08-09|20:33:01|93769.89|USD|CIRCULAR_T2
1043|8c0bceff-1d66-4422-a91b-2b59da6e8e12|b11d32ee-d25f-498c-a6b6-e24bc17f7e1d|2019-08-10|21:36:38|96582.99|USD|CIRCULAR_T2
1044|b11d32ee-d25f-498c-a6b6-e24bc17f7e1d|809ec8f0-288e-4c00-b23b-947d74fd3ba6|2019-08-11|22:40:15|107207.12|USD|CIRCULAR_T2
1045|41d7ec9f-e6a5-4c20-8092-c3b3731e57c5|64fd1d2d-1a5e-4470-8f87-9aecba0b8893|2019-08-02|13:07:42|47152.0|USD|CIRCULAR_T2
1046|64fd1d2d-1a5e-4470-8f87-9aecba0b8893|f6dcb432-8778-424a-be34-f4a99b0aa569|2019-08-03|14:11:19|51395.68|USD|CIRCULAR_T2
1047|f6dcb432-8778-424a-be34-f4a99b0aa569|393f278a-5b8d-4e0a-8d25-2b1245d84dc2|2019-08-04|15:14:56|44714.24|USD|CIRCULAR_T2
1048|393f278a-5b8d-4e0a-8d25-2b1245d84dc2|bbb0dd88-5198-4a38-8510-8537e375d567|2019-08-05|16:18:33|39348.53|USD|CIRCULAR_T2
1049|bbb0dd88-5198-4a38-8510-8537e375d567|83dced62-c1a1-4504-a295-9b33c5b4dc2b|2019-08-06|17:22:10|41709.44|USD|CIRCULAR_T2
1050|83dced62-c1a1-4504-a295-9b33c5b4dc2b|769929fc-ac08-441e-8d51-c8e43e423645|2019-08-07|18:25:47|44629.1|USD|CIRCULAR_T2
1051|769929fc-ac08-441e-8d51-c8e43e423645|c3d23b40-4c40-4a40-b47e-67c4e396b55d|2019-08-08|19:29:24|41505.06|USD|CIRCULAR_T2
1052|c3d23b40-4c40-4a40-b47e-67c4e396b55d|c8a11c13-3dbb-4fdc-bd25-39de5483b2f4|2019-08-09|20:33:01|46070.62|USD|CIRCULAR_T2
1053|c8a11c13-3dbb-4fdc-bd25-39de5483b2f4|880546aa-d9df-4a20-92f6-9c44c3d0a24f|2019-08-10|21:36:38|40542.15|USD|CIRCULAR_T2
1054|880546aa-d9df-4a20-92f6-9c44c3d0a24f|c516d0d4-d669-4363-9dfa-26879d0f46a4|2019-08-11|22:40:15|44190.94|USD|CIRCULAR_T2
1055|c516d0d4-d669-4363-9dfa-26879d0f46a4|e252a8c6-c510-4d32-8e7b-b2ac33d36264|2019-08-12|23:43:52|44632.85|USD|CIRCULAR_T2
1056|e252a8c6-c510-4d32-8e7b-b2ac33d36264|23641b0e-4510-466a-a7c3-ab5cb65ce519|2019-08-14|00:47:29|37937.92|USD|CIRCULAR_T2
1057|7096ab68-57d3-4f94-9845-0b4e509879f6|05e59e24-c663-4b56-adf8-ec754378f20e|2019-08-02|13:07:42|66505.0|USD|CIRCULAR_T2
1058|05e59e24-c663-4b56-adf8-ec754378f20e|d5b787d1-ba13-4a06-998c-6b9f752b231a|2019-08-03|14:11:19|69165.2|USD|CIRCULAR_T2
1059|d5b787d1-ba13-4a06-998c-6b9f752b231a|c4c07aaa-e907-4a1c-8939-4e8f043f39bd|2019-08-04|15:14:56|61557.03|USD|CIRCULAR_T2
1060|c4c07aaa-e907-4a1c-8939-4e8f043f39bd|b6f7aa5b-fc28-49c4-a43c-a6c9835727cc|2019-08-05|16:18:33|68943.87|USD|CIRCULAR_T2
1061|b6f7aa5b-fc28-49c4-a43c-a6c9835727cc|c3a1be6a-9440-4496-8658-5b1ee5004fc4|2019-08-06|17:22:10|78596.01|USD|CIRCULAR_T2
1062|c3a1be6a-9440-4496-8658-5b1ee5004fc4|1d606d86-9a96-4692-9c2c-d510d0a800c4|2019-08-07|18:25:47|86455.61|USD|CIRCULAR_T2
1063|1d606d86-9a96-4692-9c2c-d510d0a800c4|cdb4526c-1e47-43d0-bd22-8487b073280f|2019-08-08|19:29:24|84726.5|USD|CIRCULAR_T2
1064|a207681d-0c35-441b-9afc-759a9ba2d98f|57c4b931-05de-4e0b-a027-3cb230d27b29|2019-08-02|13:07:42|52364.0|USD|CIRCULAR_T2
1065|57c4b931-05de-4e0b-a027-3cb230d27b29|00a36f6d-a92a-4693-b46e-be80830532e2|2019-08-03|14:11:19|50269.44|USD|CIRCULAR_T2
1066|00a36f6d-a92a-4693-b46e-be80830532e2|412c52f4-bf84-44bb-8912-4076f3cb6e1c|2019-08-04|15:14:56|46750.58|USD|CIRCULAR_T2
1067|412c52f4-bf84-44bb-8912-4076f3cb6e1c|5dbb38e0-3599-40b5-9d41-ba6ee33ebd7b|2019-08-05|16:18:33|49555.61|USD|CIRCULAR_T2
1068|5dbb38e0-3599-40b5-9d41-ba6ee33ebd7b|39b67f23-a3dd-4803-8067-07c76cd9aa48|2019-08-06|17:22:10|56493.4|USD|CIRCULAR_T2
1069|39b67f23-a3dd-4803-8067-07c76cd9aa48|9bb4eae0-c2d1-4e79-8367-4d88c53d494b|2019-08-07|18:25:47|53103.8|USD|CIRCULAR_T2
1070|9bb4eae0-c2d1-4e79-8367-4d88c53d494b|33c87fa8-4fa0-49f0-af2e-95926ecf0fd8|2019-08-08|19:29:24|56290.03|USD|CIRCULAR_T2
1071|33c87fa8-4fa0-49f0-af2e-95926ecf0fd8|b9d7c9d3-8a3c-49f6-b20c-de7e745048a5|2019-08-09|20:33:01|50098.13|USD|CIRCULAR_T2
1072|b9d7c9d3-8a3c-49f6-b20c-de7e745048a5|e8250b68-5438-403b-8ee5-23650785eb94|2019-08-10|21:36:38|48094.2|USD|CIRCULAR_T2
1073|e8250b68-5438-403b-8ee5-23650785eb94|bd5888e4-dc4e-45f2-ae04-f9f747811b60|2019-08-11|22:40:15|50498.91|USD|CIRCULAR_T2
1074|34efe970-c6f6-480d-90f4-600e3264b6eb|005a0700-43e9-46f2-99ba-d6e41796024a|2019-08-02|13:07:42|68378.0|USD|CIRCULAR_T2
1075|005a0700-43e9-46f2-99ba-d6e41796024a|7749471c-ce21-4930-84d4-5a92b9b6b80c|2019-08-03|14:11:19|65642.88|USD|CIRCULAR_T2
1076|7749471c-ce21-4930-84d4-5a92b9b6b80c|9b82baf2-2137-4709-bdbe-9a25dab11e50|2019-08-04|15:14:56|62360.74|USD|CIRCULAR_T2
1077|9b82baf2-2137-4709-bdbe-9a25dab11e50|10531542-925c-4025-bbe8-7e01f2fc13a2|2019-08-05|16:18:33|68596.81|USD|CIRCULAR_T2
1078|10531542-925c-4025-bbe8-7e01f2fc13a2|2aa1fc93-3191-4eed-8084-73fe014a7075|2019-08-06|17:22:10|69968.75|USD|CIRCULAR_T2
1079|2aa1fc93-3191-4eed-8084-73fe014a7075|879dd2b9-7748-4eca-83c9-c9a6fd296a22|2019-08-07|18:25:47|61572.5|USD|CIRCULAR_T2
1080|879dd2b9-7748-4eca-83c9-c9a6fd296a22|dd229ab2-7b99-4564-bc7b-1cce9fd9e07d|2019-08-08|19:29:24|63419.68|USD|CIRCULAR_T2
1081|7ea959f5-c293-47a2-bced-efce5f83d7d4|fb3afeef-a713-4c48-b083-8c7b17cb4c66|2019-08-02|13:07:42|25454.0|USD|CIRCULAR_T2
1082|fb3afeef-a713-4c48-b083-8c7b17cb4c66|8cc46955-3e08-4374-8a7c-5ee90a0d5cce|2019-08-03|14:11:19|21890.44|USD|CIRCULAR_T2
1083|8cc46955-3e08-4374-8a7c-5ee90a0d5cce|8dc60294-10d7-47c4-b110-f10fb864cc12|2019-08-04|15:14:56|24517.29|USD|CIRCULAR_T2
1084|8dc60294-10d7-47c4-b110-f10fb864cc12|4c8adb23-b078-4919-bcab-9a58f4bf61d0|2019-08-05|16:18:33|27459.36|USD|CIRCULAR_T2
1085|4c8adb23-b078-4919-bcab-9a58f4bf61d0|52a208e3-3fe4-4b70-bdf3-87c9c373947e|2019-08-06|17:22:10|24988.02|USD|CIRCULAR_T2
1086|52a208e3-3fe4-4b70-bdf3-87c9c373947e|f545a898-6632-4f8d-8380-63907549e29c|2019-08-07|18:25:47|23488.74|USD|CIRCULAR_T2
1087|f545a898-6632-4f8d-8380-63907549e29c|75422c8a-6506-4aab-a10c-69cac791dbbf|2019-08-08|19:29:24|25837.61|USD|CIRCULAR_T2
1088|a46de885-5d93-4d55-9805-c4e22a4a2c92|97761e0a-2750-4787-9911-b4f778ea2c47|2019-08-02|13:07:42|68799.0|USD|CIRCULAR_T2
1089|97761e0a-2750-4787-9911-b4f778ea2c47|2fcdf375-0397-4388-9da4-903fb24015be|2019-08-03|14:11:19|70862.97|USD|CIRCULAR_T2
1090|2fcdf375-0397-4388-9da4-903fb24015be|fcab4237-a01e-4d90-b14d-3f6d3043531f|2019-08-04|15:14:56|73697.49|USD|CIRCULAR_T2
1091|fcab4237-a01e-4d90-b14d-3f6d3043531f|df75d2ab-ae99-45c4-b704-6750f725ae96|2019-08-05|16:18:33|75908.41|USD|CIRCULAR_T2
1092|df75d2ab-ae99-45c4-b704-6750f725ae96|110be917-fdbe-4f1b-95dd-b7e6d18a26a7|2019-08-06|17:22:10|72112.99|USD|CIRCULAR_T2
1093|110be917-fdbe-4f1b-95dd-b7e6d18a26a7|be66b3eb-1686-4117-9fb8-4f7f48512059|2019-08-07|18:25:47|68507.34|USD|CIRCULAR_T2
1094|be66b3eb-1686-4117-9fb8-4f7f48512059|9a50376f-cecf-4d06-89eb-b34f3ad76307|2019-08-08|19:29:24|60286.46|USD|CIRCULAR_T2
1095|9a50376f-cecf-4d06-89eb-b34f3ad76307|2fadec6e-1daf-4f51-8990-e095c53dddd9|2019-08-09|20:33:01|51243.49|USD|CIRCULAR_T2
1096|6118a153-8752-47d9-81ce-8e966c163528|5b885c33-3092-455f-8840-ee44fdffb6dd|2019-08-02|13:07:42|83018.0|USD|CIRCULAR_T2
1097|5b885c33-3092-455f-8840-ee44fdffb6dd|c691e899-54c3-4482-b5d2-5b2b5767f065|2019-08-03|14:11:19|87999.08|USD|CIRCULAR_T2
1098|c691e899-54c3-4482-b5d2-5b2b5767f065|18bde1e0-4d4c-4cae-a55c-2c3747f03458|2019-08-04|15:14:56|91519.04|USD|CIRCULAR_T2
1099|18bde1e0-4d4c-4cae-a55c-2c3747f03458|13734589-4358-4ee9-9b69-fb0f8552bfc7|2019-08-05|16:18:33|97925.37|USD|CIRCULAR_T2
1100|13734589-4358-4ee9-9b69-fb0f8552bfc7|91c8feaa-df1a-4eeb-964b-c26a7d27e9a6|2019-08-06|17:22:10|109676.41|USD|CIRCULAR_T2
1101|91c8feaa-df1a-4eeb-964b-c26a7d27e9a6|783855ff-8efb-4edf-95cd-75d3eecb58fa|2019-08-07|18:25:47|110773.17|USD|CIRCULAR_T2
1102|783855ff-8efb-4edf-95cd-75d3eecb58fa|87af902c-8e10-4577-8608-8cae0cc8c034|2019-08-08|19:29:24|100803.58|USD|CIRCULAR_T2
1103|87af902c-8e10-4577-8608-8cae0cc8c034|a8e9f4dd-c38f-4f75-8ac8-0a72b76d89c8|2019-08-09|20:33:01|102819.65|USD|CIRCULAR_T2
1104|fe74729a-aeb7-4245-bea4-83f2374d7e83|ff2d4f39-14c6-4dc2-9960-2239120d0154|2019-08-02|13:07:42|32636.0|USD|CIRCULAR_T2
1105|ff2d4f39-14c6-4dc2-9960-2239120d0154|fbe134a6-355f-49ce-8f30-a7abca650cc9|2019-08-03|14:11:19|32636.0|USD|CIRCULAR_T2
1106|fbe134a6-355f-49ce-8f30-a7abca650cc9|98510121-046b-4587-bf1c-32bc802f8172|2019-08-04|15:14:56|27740.6|USD|CIRCULAR_T2
1107|98510121-046b-4587-bf1c-32bc802f8172|2382a9f5-25ef-4de9-9944-62405c5245a5|2019-08-05|16:18:33|23579.51|USD|CIRCULAR_T2
1108|2382a9f5-25ef-4de9-9944-62405c5245a5|18102049-ce56-4905-8bb5-92612c0fdd70|2019-08-06|17:22:10|25701.67|USD|CIRCULAR_T2
1109|18102049-ce56-4905-8bb5-92612c0fdd70|fe2b2569-6616-424e-b8ab-c421370c5aa4|2019-08-07|18:25:47|24416.59|USD|CIRCULAR_T2
1110|fe2b2569-6616-424e-b8ab-c421370c5aa4|ecdcb46a-16a5-40d3-8313-3ff41066cef2|2019-08-08|19:29:24|21974.93|USD|CIRCULAR_T2
1111|ecdcb46a-16a5-40d3-8313-3ff41066cef2|433a5e33-154f-46b2-a6f6-5ebba9ad0dda|2019-08-09|20:33:01|18898.44|USD|CIRCULAR_T2
1112|433a5e33-154f-46b2-a6f6-5ebba9ad0dda|290dcf3e-4bb3-4fbe-8f99-b1663d8870f3|2019-08-10|21:36:38|20977.27|USD|CIRCULAR_T2
1113|290dcf3e-4bb3-4fbe-8f99-b1663d8870f3|1cef9f0e-791d-4e70-b48a-078600ad0bef|2019-08-11|22:40:15|20767.5|USD|CIRCULAR_T2
1114|f72f071c-4e7f-47ad-9de6-5d39441b7b41|c8936348-fd5d-4f90-a7ba-b9cb18f2b660|2019-08-02|13:07:42|66906.0|USD|CIRCULAR_T2
1115|c8936348-fd5d-4f90-a7ba-b9cb18f2b660|9d216092-ba05-45c7-8bd8-34b103cef766|2019-08-03|14:11:19|67575.06|USD|CIRCULAR_T2
1116|9d216092-ba05-45c7-8bd8-34b103cef766|641d6131-fb5c-4b99-af28-0518516d465f|2019-08-04|15:14:56|75008.32|USD|CIRCULAR_T2
1117|641d6131-fb5c-4b99-af28-0518516d465f|094db8ef-8539-4b75-b3ad-7ced23ae3606|2019-08-05|16:18:33|76508.49|USD|CIRCULAR_T2
1118|094db8ef-8539-4b75-b3ad-7ced23ae3606|69adad0c-887c-4359-be7f-af57af455341|2019-08-06|17:22:10|81864.08|USD|CIRCULAR_T2
1119|69adad0c-887c-4359-be7f-af57af455341|aecd4af6-d470-4a9e-9b3e-6d2593111d1e|2019-08-07|18:25:47|82682.72|USD|CIRCULAR_T2
1120|aecd4af6-d470-4a9e-9b3e-6d2593111d1e|8b1fdeb1-0b06-41da-a6d2-cc45b059b630|2019-08-08|19:29:24|72760.79|USD|CIRCULAR_T2
1121|8b1fdeb1-0b06-41da-a6d2-cc45b059b630|0860c661-447f-4880-a807-552de646ce74|2019-08-09|20:33:01|77126.44|USD|CIRCULAR_T2
1122|2775a254-435d-42ea-b8e8-573752263131|1fdd3668-70dc-4f7d-bed7-88bfc7f9f158|2019-08-02|13:07:42|11069.0|USD|CIRCULAR_T2
1123|1fdd3668-70dc-4f7d-bed7-88bfc7f9f158|c8999aa9-63f7-4003-ad76-8b408fc13fcc|2019-08-03|14:11:19|11290.38|USD|CIRCULAR_T2
1124|c8999aa9-63f7-4003-ad76-8b408fc13fcc|523b16ec-2a34-42bf-9e79-5eb33adf8137|2019-08-04|15:14:56|11967.8|USD|CIRCULAR_T2
1125|523b16ec-2a34-42bf-9e79-5eb33adf8137|e3b219e9-fa5a-461d-a3b1-ccd041893e61|2019-08-05|16:18:33|13284.26|USD|CIRCULAR_T2
1126|e3b219e9-fa5a-461d-a3b1-ccd041893e61|93afd229-8844-4850-aaa1-39ae53e038d7|2019-08-06|17:22:10|12088.68|USD|CIRCULAR_T2
1127|93afd229-8844-4850-aaa1-39ae53e038d7|b5d89fb0-25bf-41cd-b634-4139e2feb044|2019-08-07|18:25:47|11605.13|USD|CIRCULAR_T2
1128|b5d89fb0-25bf-41cd-b634-4139e2feb044|29172c3f-2f90-4bc5-9367-752f73cd46e0|2019-08-08|19:29:24|11140.92|USD|CIRCULAR_T2
1129|29172c3f-2f90-4bc5-9367-752f73cd46e0|d8646060-224d-4f2c-ad66-15a895763cea|2019-08-09|20:33:01|9581.19|USD|CIRCULAR_T2
1130|d8646060-224d-4f2c-ad66-15a895763cea|1d7e0c1a-fe00-4b59-b32e-91ccbfec37ed|2019-08-10|21:36:38|10251.87|USD|CIRCULAR_T2
1131|84bc42de-1557-46ae-b4f0-6f4e5d86d9db|a102c185-640b-4cf0-b9e6-82665dddf03c|2019-08-02|13:07:42|97767.0|USD|CIRCULAR_T2
1132|a102c185-640b-4cf0-b9e6-82665dddf03c|31f4a666-03b0-47b9-93a1-58bb62d26f6f|2019-08-03|14:11:19|109499.04|USD|CIRCULAR_T2
1133|31f4a666-03b0-47b9-93a1-58bb62d26f6f|012319c4-c28f-4024-9755-d3e97af9f8e6|2019-08-04|15:14:56|96359.16|USD|CIRCULAR_T2
1134|012319c4-c28f-4024-9755-d3e97af9f8e6|837f5f02-7e2f-4301-a871-0f108ab8bd03|2019-08-05|16:18:33|101177.12|USD|CIRCULAR_T2
1135|837f5f02-7e2f-4301-a871-0f108ab8bd03|6e077ee0-d97f-4884-8f6a-82fc715a0e71|2019-08-06|17:22:10|90047.64|USD|CIRCULAR_T2
1136|6e077ee0-d97f-4884-8f6a-82fc715a0e71|0b699eb3-3840-4513-bb97-64bf3948fdef|2019-08-07|18:25:47|76540.49|USD|CIRCULAR_T2
1137|0b699eb3-3840-4513-bb97-64bf3948fdef|6bb2874a-a094-441e-af9e-89a7976686e0|2019-08-08|19:29:24|66590.23|USD|CIRCULAR_T2
1138|6bb2874a-a094-441e-af9e-89a7976686e0|e5a7ccf1-1322-4a5f-8c03-f43f0e00ea62|2019-08-09|20:33:01|68587.94|USD|CIRCULAR_T2
1139|e5a7ccf1-1322-4a5f-8c03-f43f0e00ea62|2d857fd5-3480-4c84-96e1-362373ec22b4|2019-08-10|21:36:38|76818.49|USD|CIRCULAR_T2
1140|3631c5e5-6b33-4fb3-8cf7-8380511584aa|1bc485e7-764d-476a-92b0-1a7fef2d5a37|2019-08-02|13:07:42|75368.0|USD|CIRCULAR_T2
1141|1bc485e7-764d-476a-92b0-1a7fef2d5a37|a15ad338-319a-4ec8-8870-460ac9de9722|2019-08-03|14:11:19|82904.8|USD|CIRCULAR_T2
1142|a15ad338-319a-4ec8-8870-460ac9de9722|17b718f8-a132-4ccc-94e0-df097021c5af|2019-08-04|15:14:56|79588.61|USD|CIRCULAR_T2
1143|17b718f8-a132-4ccc-94e0-df097021c5af|45c7b9a0-b358-4453-b0ca-db91f5795d89|2019-08-05|16:18:33|72425.64|USD|CIRCULAR_T2
1144|45c7b9a0-b358-4453-b0ca-db91f5795d89|90ba6670-d735-4308-8983-3baed0549d5a|2019-08-06|17:22:10|74598.41|USD|CIRCULAR_T2
1145|90ba6670-d735-4308-8983-3baed0549d5a|1c674fa4-2a6d-4ae5-8c2a-cd4284fb1692|2019-08-07|18:25:47|76836.36|USD|CIRCULAR_T2
1146|1c674fa4-2a6d-4ae5-8c2a-cd4284fb1692|3c70394e-1cc2-4663-abcc-d1ffbc37c1e3|2019-08-08|19:29:24|86056.72|USD|CIRCULAR_T2
1147|3c70394e-1cc2-4663-abcc-d1ffbc37c1e3|881df6ef-3d92-4f55-a7ef-229f8e610a5a|2019-08-09|20:33:01|83475.02|USD|CIRCULAR_T2
1148|881df6ef-3d92-4f55-a7ef-229f8e610a5a|2fa4c476-cffe-4f61-8b69-4f2b2a102d81|2019-08-10|21:36:38|85144.52|USD|CIRCULAR_T2
1149|2fa4c476-cffe-4f61-8b69-4f2b2a102d81|579b7c22-e926-4eb1-9cf6-85a75208d835|2019-08-11|22:40:15|75778.62|USD|CIRCULAR_T2
1150|579b7c22-e926-4eb1-9cf6-85a75208d835|460e9c5a-2905-4b64-94e3-8166f9a4d83b|2019-08-12|23:43:52|76536.41|USD|CIRCULAR_T2
1151|460e9c5a-2905-4b64-94e3-8166f9a4d83b|e005a0c5-e9d4-4d6f-b04b-2b7330543d3a|2019-08-14|00:47:29|72709.59|USD|CIRCULAR_T2
1152|e6e8ce43-3f42-4bcd-9966-5b0be54902bb|4c4a6130-3d6d-4ed5-bc76-8cdce9f85f7c|2019-08-02|13:07:42|16561.0|USD|CIRCULAR_T2
1153|4c4a6130-3d6d-4ed5-bc76-8cdce9f85f7c|cc39a55d-cf82-4d2d-bca8-819436aab2da|2019-08-03|14:11:19|18879.54|USD|CIRCULAR_T2
1154|cc39a55d-cf82-4d2d-bca8-819436aab2da|99a1c770-ca12-4b69-acaa-b6a3e45d8798|2019-08-04|15:14:56|17557.97|USD|CIRCULAR_T2
1155|99a1c770-ca12-4b69-acaa-b6a3e45d8798|325295be-c038-4255-8ae2-6d3b2825e961|2019-08-05|16:18:33|16680.07|USD|CIRCULAR_T2
1156|325295be-c038-4255-8ae2-6d3b2825e961|64be49b7-5b4c-4b60-a08e-9d37b760df7a|2019-08-06|17:22:10|16513.27|USD|CIRCULAR_T2
