ID,type,name,country
880546aa-d9df-4a20-92f6-9c44c3d0a24f,Limited Liability Limited Partnership,QCR Holdings,United States
64b76944-7d8a-4f6a-9bc4-5943e7843539,Limited Liability Company,Formula Gray,United States
99dd9e2c-9462-473b-82bc-d7e88414d941,Limited Liability Company,Just For Fun,United States
f4c641fc-1889-491d-bb68-40e27c7a8373,Limited Partnership,Avant Garde Appraisal Group,United States
6124a856-8e2a-4aa4-b9ce-dcc4431ac937,Professional Limited Liability Company,Realty Solution,United States
f47ac5ca-b00c-4530-ab9e-ab24c1deb240,Professional Limited Liability Company,Kellogg Company,United States
15263d48-4c8f-4dd6-8b49-b43cee2572a2,Limited Liability Partnership,Fisher Electronics,United States
93f68477-9d6c-4f0d-ba3f-708a089dded7,Incorporated,Red Bears Tavern,United States
909e8365-c3b4-445d-b68c-e906c353e455,Professional Limited Liability Company,Deere & Company,United States
634d53c3-e7de-4252-9158-4b162d4dca4a,Limited Partnership,Tropicana Products,United States
3c8dba06-f22d-48e7-8b11-bcce64e100f0,Corporation,RCA,United States
38357843-95cf-48ec-b9e8-eb7a2561101b,Corporation,Wise Appraisals,United States
2940560c-c80a-446d-a5c0-0a38723b6786,Corporation,The Spotted Cougar,United States
d3144dd6-1a38-4784-8920-c3be5cfab52e,Incorporated,Oracle Corporation,United States
d075b98a-b966-482a-bfae-9fc3191d2b75,Professional Limited Liability Company,Acme Brick Company,United States
7773bfb4-4e93-4661-accd-7a4f0653dcdc,Incorporated,Strategy Consulting,United States
2281cd64-0090-42db-993f-bcb95a98833a,Limited Partnership,Adapt,United States
c17a7553-1ba0-42d9-931a-f5a7d4c66f7d,Limited Liability Partnership,Omni Architectural Designs,United States
ec472428-81ae-4ecb-9f21-23caada1cf8d,Limited Liability Limited Partnership,Babcock and Wilcox,United States
721bb6d9-04d7-4fea-980b-8d6d0bf5b6f9,Incorporated,AMR Corporation,United States
9118ca51-faca-49b7-b455-39fe61cff777,Professional corporation,Georgia Pacific,United States
0f044938-7641-4576-8098-ba7462dabd91,Limited Partnership,Team Designers and Associates,United States
dd2a2532-dee5-415a-9e8c-e22ce59a9ad3,Limited Liability Limited Partnership,Aéropostale,United States
18102049-ce56-4905-8bb5-92612c0fdd70,Incorporated,Adapt,United States
30f2523e-8b93-4945-ab21-e78204c48664,Corporation,Winnebago Industries,United States
3ebe6631-c2da-4bd1-93e3-60e81076cdee,Limited Liability Limited Partnership,Atlas Architectural Designs,United States
30aebb50-9c37-4480-8289-c91cbbd67901,Professional corporation,Apple Inc.,United States
17e38bd5-8161-4066-9ef0-f5bf5feaddae,Limited Liability Limited Partnership,Novellus Systems,United States
73c1b780-f244-44d5-836c-b7b7f3179e0a,Professional Limited Liability Company,Citigroup,United States
36cb9256-26d4-4c61-b3fe-d1f6fa7db4d5,Incorporated,Expeditors International,United States
76e305fd-e7b0-4f19-bc62-bf11223e2c02,Limited Liability Partnership,Bellwether Technology Corporation,United States
1f426d43-3fbb-4299-8d0e-ef70d54ce3a1,Limited Partnership,Victoria's Secret,United States
5b885c33-3092-455f-8840-ee44fdffb6dd,Limited Liability Limited Partnership,Colt's Manufacturing Company,United States
4d57f967-b147-483f-934c-5d214241338c,Incorporated,Magna Gases,United States
4217ed16-558c-4898-a3a0-a6b2a43b63b3,Limited Liability Limited Partnership,Castle Realty,United States
49823ab6-efa1-4fe3-8f29-f2b3cb3dd77d,Incorporated,Fairchild Semiconductor,United States
245869f4-7e80-4cbc-abff-d842764c7f70,Incorporated,National Railway Equipment Company,United States
91b787bd-c12e-469b-9725-10affbe59a6b,Limited Liability Company,H. J. Heinz Company,United States
fad72a49-225f-4b74-b22d-8463cd877013,Professional Limited Liability Company,Rent-A-Wreck,United States
b81a7d68-c5ea-46f1-b765-140c55c0e60b,Limited Liability Limited Partnership,Apache Software Foundation,United States
9a87e587-62e0-46f6-82fd-0c8367b2e3c5,Professional Limited Liability Company,Allegheny Technologies,United States
75422c8a-6506-4aab-a10c-69cac791dbbf,Corporation,Under Armour,United States
2622924b-0b28-495e-9922-d0cf7c8ad6e3,Corporation,Complete Tech,United States
1ea05623-e94a-4bb7-9970-4b03f87421f3,Limited Liability Limited Partnership,Riverdeep,United States
5ea05fa6-8194-4990-a0a3-45fe751e7703,Limited Partnership,Asiatic Solutions,United States
d8f7efc5-1e60-4b8a-970a-57029f60d427,Limited Liability Limited Partnership,Allen Organ Company,United States
b02cd69a-85d5-48d4-a17f-2d2dd066fca1,Limited Liability Partnership,AutoNation,United States
9a07bcf2-247b-45f5-9f6d-d4a0ed17e696,Incorporated,Prestiga-Biz,United States
95da75ce-9968-4e6e-86da-a127bbfbd7ba,Corporation,Total Network Development,United States
a0dd717b-ed0c-46a4-8d0d-13743aa2090e,Professional Limited Liability Company,OCZ Technology,United States
c1c52517-684e-438d-858b-4e38d28537e5,Limited Liability Company,Stewart-Warner,United States
2d857fd5-3480-4c84-96e1-362373ec22b4,Limited Partnership,Pantone,United States
d2cbc727-d84f-4ee9-b3b7-3ce3e820d65c,Limited Partnership,Kraft Foods,United States
a92b5142-4dd2-4da9-ad2c-731e370a9d73,Professional Limited Liability Company,Northwest Airlines,United States
db5f3f65-957f-429a-8e52-3e7407a2715c,Incorporated,Destiny Planners,United States
1e213436-d72b-4293-b98b-6f6dc7201a8d,Professional Limited Liability Company,Goldman Sachs,United States
6b80b4d0-a7fc-41db-b72a-b02829849d46,Corporation,The Liberty Corporation,United States
cc1ebe76-8899-41bb-a2a1-29d25e6c5a67,Limited Liability Limited Partnership,Cognizant Technology Solutions,United States
1ae24e8a-5af0-4a08-a499-cc57934eed79,Limited Partnership,Enrich Garden Services,United States
0860c661-447f-4880-a807-552de646ce74,Professional corporation,Infinite Wealth Planners,United States
879dd2b9-7748-4eca-83c9-c9a6fd296a22,Corporation,Complete Tech,United States
e3da1a86-0c16-4471-8a20-1bd1197dc104,Limited Partnership,Maxtor Corporation,United States
bd3e3ef6-eb51-4138-bc40-1bacbbe0f453,Corporation,Netcore,United States
4b8e432a-1abf-4419-924e-ac967ad55727,Professional corporation,News Corporation,United States
441ff1e9-0f96-43e9-85bc-53c2b8094da3,Professional Limited Liability Company,Lockheed Martin,United States
15a8a87f-0bf8-4ac8-8f97-6f01c3cf3274,Corporation,Boyd Gaming,United States
7a87a6d3-e489-478b-b263-cb528dc1a8d8,Professional corporation,Stratacard,United States
be66b3eb-1686-4117-9fb8-4f7f48512059,Limited Liability Company,Life's Gold,United States
f6405323-f3f7-47bf-a34c-e8137a250353,Professional Limited Liability Company,Dun Rite Lawn Maintenance,United States
c36c41d1-cd5c-438d-b73f-f8a1939a4869,Professional Limited Liability Company,Magnavox,United States
27be65e5-4fb1-4e3e-a0b5-67f33fa86a85,Limited Partnership,Fireball,United States
87b563f6-1442-4ee0-a0ad-6a813ca37de4,Professional Limited Liability Company,Sur La Table,United States
0dc6dd51-7370-47aa-be40-410beab43cf7,Limited Liability Partnership,Specific Appraisals,United States
e13a3ca2-248b-4cc4-afc0-a6b14febb796,Limited Partnership,Avant Garde Appraisal Group,United States
5a81958e-d9bb-49bc-a0cc-75ad5beede68,Limited Liability Limited Partnership,Grass Roots Yard Services,United States
3bd72ffc-d261-476a-bb9f-7446c3ca7b6f,Professional Limited Liability Company,GHD Inc.,United States
6558dd06-5929-4675-9c6a-c265888bb18a,Corporation,Plochman's,United States
4b20c0e2-eefc-424c-90f1-b4ccc6011d8c,Limited Liability Limited Partnership,Take-Two Interactive,United States
97f39239-e288-457f-a691-59194992ea6e,Limited Partnership,W. L. Gore & Associates,United States
2293e69a-d127-4051-843b-cffc74d8892f,Limited Partnership,Vivitar,United States
75a32281-4e03-49af-8a31-20c42a164e43,Professional Limited Liability Company,Ashland Inc.,United States
520671be-dc27-4684-b975-9231b3910b1c,Corporation,Monit,United States
72bc3893-c85c-47f4-8117-4e0e94c8d057,Professional Limited Liability Company,Netcore,United States
54833962-5f48-448b-aa5c-fae40827c0ff,Limited Liability Company,Entergy,United States
68ce086b-3995-4d17-a0d1-da4fc623d4f2,Limited Liability Partnership,Greyvoid,United States
b8ed3ba0-0330-4cf9-9765-16714d8495fb,Corporation,Klipsch Audio Technologies,United States
b75efc82-f26e-4cac-969e-bd8d511697cd,Corporation,Always (product),United States
6b4fa402-0c64-43df-9413-a0ad0e810c49,Limited Liability Limited Partnership,Realty Depot,United States
578f942e-1ad0-486f-a86e-4bf362036a4a,Corporation,Southwest Airlines,United States
6d03b539-4617-4f9c-8281-542d49927cdc,Limited Liability Partnership,Archer Daniels Midland,United States
6c26acae-d1b1-4e38-8dbf-35fd879ce4a2,Professional corporation,Progressive Corporation,United States
725620aa-8007-45e0-a637-fb5661acb724,Professional corporation,Locost Accessories,United States
1d7e0c1a-fe00-4b59-b32e-91ccbfec37ed,Limited Liability Partnership,PalmSource,
af0e3d7e-6917-4d92-a343-fba17142fcab,Limited Liability Company,Armstrong World Industries,United States
cdb4526c-1e47-43d0-bd22-8487b073280f,Limited Liability Company,Berry Plastics,United States
b5e72701-62eb-420b-825f-aecef803ee60,Limited Partnership,Total Yard Management,United States
de5a45d2-aa1f-4611-8ead-458d30ad06a8,Incorporated,J. P. Morgan Chase and Co.,United States
8de699a2-0763-458f-bd12-77cb7fa50f94,Limited Partnership,Multi-Systems Merchant Services,United States
c4ebef9a-a905-487f-9a54-ec5d8f65634a,Professional corporation,Federal Home Loan Mortgage Corporation,United States
d53c438d-d253-4109-a40b-109208abca27,Professional Limited Liability Company,Perisolution,United States
197c7c80-aaad-4f14-8c4b-7c3d38e066a2,Incorporated,Affiliated Computer Services,United States
1a7b52c6-974d-4290-bd78-14e2f1fa9dee,Professional corporation,Aramark,United States
e005a0c5-e9d4-4d6f-b04b-2b7330543d3a,Professional corporation,THQ,United States
90cf6f96-c422-4a39-932d-37e63178e327,Incorporated,American Financial Group,United States
a008d1cc-a2e2-47d4-ba53-54136ac6e83d,Limited Liability Partnership,Avnet,United States
51b911dc-f75e-46f7-a1a8-90ef2d8a82c7,Limited Liability Partnership,Modern Realty,United States
1cef9f0e-791d-4e70-b48a-078600ad0bef,Professional corporation,Respironics,
4b234941-5a0e-47c7-92d2-2a1e523ffa3b,Limited Liability Company,Aloha Airlines,United States
8b1fdeb1-0b06-41da-a6d2-cc45b059b630,Professional corporation,Koch Industries,United States
8eee6b54-798a-456e-959c-6a57c782b10a,Limited Liability Company,Interplay Entertainment,United States
a610cf68-1c4c-43cc-99f5-fdaf912166c1,Professional Limited Liability Company,RadioShack,United States
dab7c360-59f8-423b-8f9f-4620b0009861,Corporation,AGL Resources,United States
9321d7b4-a7da-4b94-beb4-d26b4b975407,Professional Limited Liability Company,State Street Corporation,United States
afc14227-d589-4342-9943-61b15439a65c,Limited Liability Partnership,Hallmark Cards,United States
d2e8526e-7a6b-48b5-b9b2-31b268940e0b,Professional Limited Liability Company,Altria Group (formerly Philip Morris Companies),United States
82f38e6d-37e4-43c8-b1b6-efd6e881ef29,Corporation,Infinite Wealth,United States
51fb6213-1c00-477e-b426-58d5e9b5e1b3,Corporation,BMC Software,United States
85c5c807-2e2c-455f-bcfc-421a2e693f3e,Incorporated,Boise Cascade,United States
08aff4c4-033a-4a99-9fea-e7cc8d2a301d,Professional corporation,One-Up Realty,United States
e7ac3b31-6e06-438e-9f61-2f14f2d2ec44,Professional Limited Liability Company,Kroger,United States
5bd04908-1955-414d-8a42-0cac65ffec03,Limited Partnership,Ashland Inc.,United States
325295be-c038-4255-8ae2-6d3b2825e961,Limited Liability Partnership,Lowe's,United States
bb169064-8819-4d7c-ba43-bc6e18397de8,Professional corporation,The Polka Dot Bear Tavern,United States
68b65bc6-92a4-4681-82ad-3ae3334f01f9,Professional corporation,General Dynamics,United States
c74f21b0-ac81-4803-906d-c94cd536140c,Professional Limited Liability Company,Shirokiya,United States
7036e6ff-211c-40b7-b6f1-732236c72e61,Corporation,United Technologies,United States
8680be41-8438-4906-8829-7c2338061d68,Limited Liability Limited Partnership,Magna Wealth,United States
a74348bc-572b-4cdf-a437-970326522c8c,Incorporated,Amkor Technology,United States
91f2de59-3645-494f-9352-700436b2b2de,Limited Liability Partnership,Progressive Corporation,United States
1bc485e7-764d-476a-92b0-1a7fef2d5a37,Professional Limited Liability Company,Firestone Tire and Rubber Company,United States
7953d47a-1563-41d7-9855-5c54f27e87e5,Limited Liability Company,Modern Architecture Design,United States
7947b83b-6b2f-45ad-8b5a-2dabb05e3c19,Limited Partnership,Sexsi Senorita,United States
fd35fc06-1637-47f5-925b-36a81376590c,Professional Limited Liability Company,FreeWave Technologies,United States
693d9004-a232-4366-b6e7-a42a4084e46f,Corporation,Monk Real Estate Service,United States
c1c92868-0022-471e-ab56-21e1874a03ca,Limited Liability Company,Gamma Realty,United States
3069d94d-d6cd-4045-b318-1789518c1076,Corporation,Farnod,United States
87c9c8b7-4397-4e12-bb89-f48d7f37a8f7,Limited Liability Company,VMware,United States
dc553d11-c0de-4b20-b822-ddcc5c1d1f64,Limited Liability Limited Partnership,Rent-A-Wreck,United States
04c68594-3966-4129-bf97-2535032cb7e0,Incorporated,The White Rabbit,United States
740a86da-2607-478a-9a53-4e7ab9e3b183,Limited Liability Partnership,Chicago Bridge & Iron Company,United States
7f25cdd3-dd06-48b8-9505-557c3f84d6b1,Professional corporation,Assurant,United States
d2c0182e-ed3d-4ce5-bef6-e8ebe99bbfba,Limited Partnership,Biggby Coffee,United States
2fadec6e-1daf-4f51-8990-e095c53dddd9,Incorporated,VECO Corporation,United States
a8e9f4dd-c38f-4f75-8ac8-0a72b76d89c8,Incorporated,Air Products & Chemicals,United States
23641b0e-4510-466a-a7c3-ab5cb65ce519,Limited Partnership,Zaxby's,United States
30cdf403-8061-4925-b7dd-12b9f364e0f2,Limited Partnership,Aetna,United States
d2d3d0b4-6691-479c-96a6-9f72dc51a178,Corporation,Biomet,United States
2dddc4c0-c71e-4f49-8b79-96ea34fc9e36,Limited Liability Limited Partnership,Sony Pictures Entertainment,United States
f4f74c50-c12a-41ae-9957-c41f6e612ce5,Limited Liability Partnership,Quest Technology Service,United States
ab89feb8-3dee-4b5c-8863-d2fdaabaeb5c,Professional Limited Liability Company,Monk Home Funding Services,United States
1fef062b-1a0e-4846-8feb-bb044ffbf0eb,Professional Limited Liability Company,The Coca-Cola Company,United States
e8250b68-5438-403b-8ee5-23650785eb94,Professional Limited Liability Company,PACCAR,United States
13734589-4358-4ee9-9b69-fb0f8552bfc7,Corporation,Afforda,United States
93ab0242-969d-4edc-a2d4-237697402681,Incorporated,Uwajimaya,United States
baa36418-b48a-4201-ba84-0fe2e83fb2db,Limited Partnership,Rollins Inc.,United States
34d3655a-e171-4eaf-8b73-13928187b240,Limited Liability Company,New Era Tickets,United States
4be1a564-2a22-4210-8cc4-fe2a4591bf8f,Limited Liability Partnership,Goldman Sachs,United States
3b2ca164-b0df-465c-a13b-c3aeb2c7f6fa,Limited Partnership,Zoo York,United States
d5744c04-2bb2-4a46-85a4-be71934ca951,Professional Limited Liability Company,Strength Gurus,United States
94009c45-5e97-4fe0-bd72-d42be670dd2e,Limited Liability Limited Partnership,Adapt,United States
8b40612d-c0ab-4d37-a55c-9788d1ce47b0,Corporation,Bath & Body Works,United States
783855ff-8efb-4edf-95cd-75d3eecb58fa,Professional corporation,Storage Technology Corporation,United States
e3a51bce-b510-4258-9100-426e6a54cbb4,Corporation,Oberweis Dairy,United States
90ba6670-d735-4308-8983-3baed0549d5a,Limited Partnership,Brown-Forman Corporation,United States
29e3f505-60b2-435e-988c-f69d0835a28b,Limited Partnership,Garden Guru,United States
65803b13-36cd-4546-bba4-4ddc6dcd3601,Corporation,Landskip Yard Care,United States
8290f583-eeb0-4aeb-bce8-b3d2990ed55e,Limited Liability Company,Testor Corporation,United States
95dead55-f8fc-44f3-845e-e2d0eb613618,Professional Limited Liability Company,Brookdale Senior Living,United States
8d13ddd0-e4ca-4fec-8168-d7bac1b8a4b0,Professional Limited Liability Company,Helping Hand,United States
8792187d-ab4a-4248-b6a5-cdf03d812380,Limited Liability Limited Partnership,National Railway Equipment Company,United States
2031f497-f02a-413a-8863-2641e90d7895,Limited Liability Partnership,Kerr-McGee,United States
8b71b064-d502-4b5e-a1ce-5b06274264c7,Incorporated,Assurant,United States
200e8f93-872a-419c-b9ac-539f04f67eed,Limited Partnership,Marathon Oil,United States
92a38a5f-f7cd-4b22-bae7-46db9b8b37f2,Limited Liability Partnership,Verizon,United States
39b67f23-a3dd-4803-8067-07c76cd9aa48,Limited Liability Limited Partnership,Multi Tech Development,United States
50b08fac-4f0f-4595-8d59-4c10027d63d1,Limited Partnership,Fisher Electronics,United States
d1c463b0-726b-422a-b48b-3d53b83b69d7,Limited Liability Company,Monk Real Estate Service,United States
4e4a369c-ac9a-434e-bec7-a5449bc2409b,Professional Limited Liability Company,VIZ Media,United States
58e8cd16-ea2b-4909-bdb5-e16b5aeb28c5,Incorporated,Mutual of Omaha,United States
29172c3f-2f90-4bc5-9367-752f73cd46e0,Limited Partnership,Brightpoint,United States
b51ab58d-d8b0-4ef6-910b-4454878f5d89,Limited Partnership,Unisys,United States
9fab04dd-0cb1-43ca-a0a4-257ff246e1b2,Limited Liability Company,Awthentikz,United States
bd5888e4-dc4e-45f2-ae04-f9f747811b60,Limited Liability Partnership,Eastman Kodak,United States
dd229ab2-7b99-4564-bc7b-1cce9fd9e07d,Limited Liability Partnership,Johnson & Johnson,United States
ffdd87d9-458e-4c9b-a45b-940de68c1e95,Limited Partnership,American Airlines,United States
d4e5a57e-fd30-4c84-9418-703590fd563f,Incorporated,Realty Solution,United States
25b7b95a-00c4-4586-9310-a070cf119faf,Professional corporation,Emerson Radio,United States
955f86d4-3ed7-4b37-b88d-f3772e2b5295,Professional Limited Liability Company,Intelli Wealth Group,United States
9c04d464-8ae1-4b53-90db-0b4814163bac,Limited Liability Limited Partnership,Express Merchant Service,United States
66f4c465-d346-4c2c-8206-7ad2d639161b,Limited Partnership,Overcast Media,United States
6994f5ad-46d9-43ad-b0f7-773a4266ed75,Incorporated,The Library Corporation (TLC),United States
cfd7ab18-b6c0-421b-a6eb-002cd8e11933,Limited Liability Partnership,Realty Solution,United States
e0792ed6-0a2c-4dea-b07e-fe910ddd9765,Limited Liability Limited Partnership,United Services Automobile Association,United States
e9fa4b9b-896f-4e1a-b203-19e2a2b9f867,Limited Liability Company,Monk Real Estate Service,United States
39b0f251-8b89-48cc-bc74-86d0847c7864,Corporation,Gatorade,United States
cff2cf57-6855-422b-9232-1680ee920679,Limited Liability Limited Partnership,Formula Gray,United States
313970ac-b398-4c12-9fc5-18aac525d193,Professional corporation,Quincy Newspapers,United States
bd56d698-3ac8-4083-9b7e-e9ce8c5f8cd3,Limited Liability Limited Partnership,System Star Solutions,United States
ce31cc82-b3c0-4d80-b38a-ad65bd1a340c,Incorporated,Aloha Airlines,United States
c516d0d4-d669-4363-9dfa-26879d0f46a4,Professional corporation,XPAC,United States
aa15afb0-2a8c-4cd7-844f-78eb536a642b,Corporation,THQ,United States
765a22b8-0f51-497e-91c7-e61928e579bb,Limited Liability Partnership,Ryder System,
46d0d8d1-7576-445e-883a-2befe19d4233,Limited Liability Partnership,JCPenney,United States
5b11a41b-ca12-43c7-ac21-3978e5c3792f,Limited Liability Limited Partnership,Fresh Start,United States
0860311f-0d20-4b27-92f3-989779a2681d,Limited Liability Limited Partnership,Jones Soda Co.,United States
2fcdf375-0397-4388-9da4-903fb24015be,Corporation,House of Gas,United States
9e3596be-4049-45a0-bd7d-c33a947c1b4d,Limited Liability Company,Allen Organ Company,United States
2df7d29e-00d0-44fa-be42-981103e6c7b7,Professional corporation,Houlihan's,United States
74fb201d-726e-4053-9614-d1d33e40d732,Limited Liability Company,Kurzweil Educational Systems,United States
809ec8f0-288e-4c00-b23b-947d74fd3ba6,Professional corporation,Wendy's/Arby's Group,United States
061cdc84-f586-4cb0-a52d-d0646fbf671d,Limited Partnership,CVS Pharmacy,United States
1fccfb53-7cdb-4c6a-a663-8cc330aaa315,Limited Liability Company,Storage Technology Corporation,United States
05e01d16-37e8-4c43-b96d-9f9b75a85537,Incorporated,Superior Appraisals,United States
19d403dd-1e01-48e5-87e7-d62d4635f44f,Limited Liability Partnership,Red Bears Tavern,United States
